osm_id,building,addr_full,name_ne,healthcare_speciality,source,addr_city,healthcare,capacity_persons,operator_type,name,amenity,longitude,latitude,geom_type
"2337121030",,,,,OpenDRI survey,,,,private,shubhekshya poly clinic,clinic,85.3038536,27.7150322,POINT
"1977514710",,,,,,,,,,Medicap Pharmacy and Clinic,pharmacy,85.3097439,27.7212211,POINT
"1977514711",,,,,,,,,,Navascmriti Polyclinic,pharmacy,85.3097048,27.7213806,POINT
"6743664188",,,,,,,,,,,pharmacy,85.3092061,27.7198787,POINT
"4615993995",,,पीपुल्स डेंटल कलेज र अस्पताल,,,,,,,पीपुल्स डेंटल कलेज र अस्पताल,hospital,85.3090847,27.7190481,POINT
"1979178694",,,,,,,,,,Samyak Pharma,pharmacy,85.3098942,27.7179431,POINT
"5383600324",,,,,,,,,,Diplomat Pharma,pharmacy,85.3112995,27.7180698,POINT
"943246318",,,मनमोहन मेमोरियल अस्पताल,,,,,,,मनमोहन मेमोरियल अस्पताल,hospital,85.3112441,27.7179394,POINT
"6474357289",,,,,,,,,,,hospital,85.3110858,27.7176724,POINT
"9796581389",,,,,,,,,,Punam Health Clinic 1 Parsagadhi MP,clinic,84.8644791,27.1790447,POINT
"9796598921",,,,,,,,,,Buddhanagar Sawastha Sanstha,clinic,84.6532593,27.3203773,POINT
"9796598925",,,,,,,,,,Nirmal Basti Healthpost,clinic,84.6773453,27.2775421,POINT
"9796598924",,,,,,,,,,Gauro Medical,clinic,84.6844559,27.267168,POINT
"9796598923",,,,,,,,,,"Gauro Prathmik Upachar Kendra, Hulaki Rajmarg",clinic,84.6776276,27.255558,POINT
"9796598926",,,,,,,,,,"Thori-3, New Jyoti Clinic, Thori RM",clinic,84.6537399,27.3050823,POINT
"9796598928",,,,,,,,,,ठोरी स्वास्थ चौकी,clinic,84.6057816,27.3573875,POINT
"9796598927",,,,,,,,,,ठोरी आँखा अस्पताल,clinic,84.6094894,27.3600426,POINT
"11158532408",,,,,,,,,,,dentist,85.2937219,27.7237871,POINT
"6101844789",,,,,,,,,,,hospital,84.2826099,27.7511783,POINT
"9049146963",,,,,,,,,,Samaj Sewa Polyclinic Pvt Ltd,clinic,85.317489,27.7479088,POINT
"6837468587",,,,,,,,,,Trekkers Medicine Concern Pharmacy,pharmacy,85.3105195,27.7147248,POINT
"1937718380",,,,,,,,,,Chhahari Nepal,clinic,85.3174344,27.6750405,POINT
"1937718549",,,,,OpenDRI survey,,,,private,Udaya Dental Service,dentist,85.3160237,27.6756459,POINT
"2353843451",,,,,OpenDRI survey,,,,private,Upatyaka Poly Clinic,clinic,85.3159633,27.6758794,POINT
"2049278527",,,,,,,,,,Shanti Pharmacy,pharmacy,85.3160338,27.6768948,POINT
"10004167014",,,,,,,,,,nidan pharmacy,pharmacy,85.3165063,27.6789118,POINT
"3326566394",,,,,,Harihar Bhawan,,,,Medi Quest Laboratory Clinic Pvt. Ltd,clinic,85.3164076,27.6795676,POINT
"4758950222",,,सुनौलो फार्मेसी,,,,pharmacy,,,Sunaulo Pharmacy,pharmacy,85.3191992,27.6769065,POINT
"5067983821",,,,,,,,,,Doctor Smile,dentist,85.317242,27.6767205,POINT
"10711363605",,,,,,,,,,Kopila Baby Clinic,clinic,85.3172152,27.6767367,POINT
"4772051721",,,,,,,,,,Apollo Medical Pharma,pharmacy,85.3190653,27.6764463,POINT
"3485637650",,,,,,,,,,,pharmacy,85.3174577,27.6830344,POINT
"2128617550",,,,,,,,,,Unani Aushadhalaya,pharmacy,85.3150698,27.6806686,POINT
"4873472421",,,,,,,,,,,clinic,85.3151913,27.6822333,POINT
"1937688844",,,,,,,,,,Brigrade Boys Club community health center,clinic,85.3168096,27.6673638,POINT
"9614642353",,,सूर्यविनायक नगरपालिका हस्पिटल,,,,hospital,,,सूर्यविनायक नगरपालिका हस्पिटल,hospital,85.391938,27.6565102,POINT
"9999145644",,,,,,,,,,Surya Pharmacy,pharmacy,85.3551513,27.672272,POINT
"9610128305",,,,,,,pharmacy,,,Luvu Pharmacy,pharmacy,85.3754694,27.643759,POINT
"4397318292",,,,,,,,,,,doctors,85.3187246,27.6740398,POINT
"3392360981",,,,,,,pharmacy,,,M.K.R. pharmacy,pharmacy,84.4355014,27.6733608,POINT
"9582300411",,,,,,,,,,Kirtipur Cleaning Suppliers,clinic,85.2840616,27.6682912,POINT
"3304267148",,,,,,,,,,Jhigu Bagh Bhairab Polyclinic,clinic,85.2805971,27.6750434,POINT
"9702820732",,,,,,,pharmacy,,,,pharmacy,85.3157247,27.6621159,POINT
"2700730520",,,,,,,,,,Shambhu Pharmacy,pharmacy,85.305659,27.6541652,POINT
"2164892992",,,सहरी विकास क्लिनिक ,,Bing,,clinic,,,सहरी विकास क्लिनिक ,clinic,85.3085213,27.664126,POINT
"1957221726",,,,,,,,,,Bright Smile Dental Clinic,dentist,85.3247229,27.7161322,POINT
"6533230800",,,,,,,laboratory,,,Metro Radiology Pvt Ltd.,,85.3261959,27.7153293,POINT
"4247887991",,,,,,,clinic,,,Bajrabarahi Acupuncture Clinic,clinic,85.118008,27.6430196,POINT
"6134431532",,,,,,,,,,,hospital,85.0820109,27.6284322,POINT
"4440465889",,,,,,,,,,,clinic,85.0945666,27.634225,POINT
"5328904321",,,,,,,,,,,doctors,85.1265583,27.5457816,POINT
"3766750590",,,,,,,,,,Daksinkali Health Post,clinic,85.264888,27.6111052,POINT
"4398823789",,,,,,,,,,,hospital,85.0792469,27.4419931,POINT
"3393435234",,,,,,,,,,Narmada ayurved,pharmacy,84.4320274,27.7025643,POINT
"1979213270",,,,,,,,,,Balkumari Maternity Hospital,hospital,84.4096154,27.6902999,POINT
"6049505387",,,,,,,,,,Sathi Pharmacy,pharmacy,84.4192552,27.6893493,POINT
"6049505787",,,,,,,,,,Basnet Medical Hall,pharmacy,84.4190444,27.6895237,POINT
"9519017640",,,,,GES,,hospital,,Government,,hospital,84.9196768,27.5881105,POINT
"9519017632",,,खैराङ्ग आधारभूत स्वास्थ्य इकाई,,GES,,,,government,खैराङ्ग आधारभूत स्वास्थ्य इकाई,clinic,84.8576578,27.6664603,POINT
"9519017633",,,समुद्रिक स्वस्थ्य एकाई,,GES,,,,Government,समुद्रिक स्वस्थ्य एकाई,clinic,84.8549086,27.5955226,POINT
"3408491510",,,,,,,,,,Gajuri Hospital,hospital,84.8793615,27.8052449,POINT
"3392283036",,,,,,,hospital,,,Chitwan Ankha Hospital,hospital,84.4315618,27.6780877,POINT
"3392283804",,,,,,,hospital,,,Advance Community Hospital,hospital,84.4319255,27.6813808,POINT
"3392283803",,,,,,,hospital,,,asha hospital,hospital,84.4333861,27.6809481,POINT
"2282788885",,,,,,,,,,school of science,hospital,84.4140065,27.6809967,POINT
"3396502777",,,,,,,,,,Care Dental Clininc,dentist,85.2808494,27.6771978,POINT
"10115971835",,,,,,,,,,Kriti polyclinic,clinic,85.2809889,27.6770027,POINT
"3396502786",,,,,,,,,,Kritish Medical Hall,pharmacy,85.2808826,27.6769586,POINT
"3396502785",,,,,,,,,,Ugratara Unique Polyclinic and Diagnostic Center,clinic,85.2811367,27.6765256,POINT
"3304267141",,,,,,,,,,Nabin Pharma,pharmacy,85.2804596,27.6748706,POINT
"3304282395",,,,,,,,,,Rina Medical Hall,pharmacy,85.2806125,27.6747905,POINT
"9648173341",,,,,,,,,,Kirtipur Oral Dental,dentist,85.2805257,27.6748918,POINT
"3347471321",,,,,,,,,,Surya Chandra Pharmacy,pharmacy,85.2802263,27.6746421,POINT
"3254985669",,,,,,,,,,Indra Medical Hall,clinic,85.2802788,27.6743008,POINT
"9722256510",,,,,,,,,,Rekha Pharmacy,pharmacy,85.2647177,27.6660587,POINT
"9648111909",,,,,,,physiotherapist,,,Ceragem samriddha Care Centre,,85.2793769,27.6745095,POINT
"9801432714",,,,,,,,,,"Katahariya-7,Health Post, Katahariya MP",clinic,85.2771766,26.9743932,POINT
"5372146821",,,,,,,,,,जिल्ला अस्पताल रौतहट,hospital,85.2740257,26.765032,POINT
"9801446116",,,,,,,,,,"Rajpur Tulsi Health Post, Rajpur Tulsi",clinic,85.2875015,26.8493858,POINT
"9801475413",,,,,,,,,,Trinetra Eye Hospital Pvt. Ltd.,hospital,85.2757263,26.7563076,POINT
"9801475415",,,,,,,,,,Dr. Taiyab Memorial Hospital Pvt. Ltd.,clinic,85.2781906,26.7607288,POINT
"9801518219",,,,,,,,,,Aadharbhut Swasthya Kendra,clinic,85.2826767,26.7807884,POINT
"9801518220",,,,,,,,,,Aadharbhut Swasthya Kendra,clinic,85.2806778,26.7952251,POINT
"9801518224",,,,,,,,,,Sudarshan Eye Care and Nursing Home,clinic,85.2761536,26.7588711,POINT
"9801518226",,,,,,,,,,Trinetra Aakha Aspatal,hospital,85.2765503,26.7561264,POINT
"10724948065",,,,,,,hospital,,,Kirtipur Phect Hospital,hospital,85.2737269,27.6825389,POINT
"4382071492",,,,,,,,,,,doctors,85.263909,27.6943406,POINT
"4592039989",,,,,,,,,,,hospital,85.252015,27.6903149,POINT
"4648504195",,,ओम समाज अस्पताल,,,,,,,ओम समाज अस्पताल,hospital,85.2591226,27.6863982,POINT
"9704578107",,,,,,,pharmacy,,,Rochak Pharmacy,pharmacy,85.2505074,27.6844899,POINT
"3343362896",,,,paediatrics,,,centre,,,baby care centre,,84.4212683,27.6980519,POINT
"2143500486",,,हिमाल डेन्टल प्रा. लि.,,,,,,,हिमाल डेन्टल प्रा. लि.,dentist,84.4223989,27.6946626,POINT
"2457718821",,,,,,,,,,Pharmacy,pharmacy,84.435187,27.6899684,POINT
"9708657713",,,,,,,yes,,,Amulya Health Shop,,85.2794376,27.6815704,POINT
"2083711667",,,,,,,,,,Wellness Health Pathology,doctors,85.3091077,27.7057934,POINT
"9956505928",,,,,,,,,,Bhirkuti Polyclinic Pvt. Ltd,clinic,85.3219475,27.7017535,POINT
"9956505927",,,,,,,,,,Chandra Medical Hall,pharmacy,85.3219242,27.7017554,POINT
"9956505926",,,,,,,,,,Smile Line Specialist Dental Care Pvt.Ltd,dentist,85.3218907,27.7017566,POINT
"1905315216",,,कृष्ण मेडिकल हल,,,,,,,कृष्ण मेडिकल हल,pharmacy,85.3217711,27.7000109,POINT
"1905315242",,,,,,,,,,,clinic,85.3218067,27.7000172,POINT
"10617742007",,,,,,,,,,,pharmacy,85.3795562,27.6962083,POINT
"9916725496",,,,,,,,,,Subh Ultrasound Clinic,clinic,85.3222685,27.7019464,POINT
"4762016892",,,सुभ लाभ फार्मेसी,,,,,,,सुभ लाभ फार्मेसी,pharmacy,85.3228506,27.7070439,POINT
"10614867910",,,आधारभूत स्वास्थ्य केन्द्र,,,,,,,आधारभूत स्वास्थ्य केन्द्र,hospital,85.3793921,27.7071685,POINT
"9956505749",,,,,,,,,,Kathmandu Model Hospital Dental Department,dentist,85.3179835,27.7059618,POINT
"4831986121",,,,,,,,,,,pharmacy,85.3138258,27.7057842,POINT
"4831979721",,,,,,,,,,,pharmacy,85.3134915,27.7058442,POINT
"4831978321",,,,,,,,,,,pharmacy,85.3134511,27.7058551,POINT
"4831986122",,,,,,,,,,,pharmacy,85.3132276,27.7058778,POINT
"4831974522",,,,,,,,,,,pharmacy,85.3133625,27.7058725,POINT
"4831974521",,,,,,,,,,,pharmacy,85.3133189,27.7058776,POINT
"4831970522",,,,,,,,,,,pharmacy,85.3134131,27.7058644,POINT
"2399749797",,,,,OpenDRI survey,,,,private,Trishuli X-Ray and Clinic,clinic,85.3127797,27.7057108,POINT
"2134476787",,,,,,,,,,Model Dental,dentist,85.3129128,27.7057153,POINT
"4751076021",,,,,,,,,,,pharmacy,85.3111636,27.6996162,POINT
"4833003721",,,,,,,,,,Kathmandu Heart Clinic,clinic,85.3124014,27.7024029,POINT
"2282086109",,,नेपाल डायग्नोस्टिक सेन्टर प्रा. लि.,,OpenDRI survey,,,,private,नेपाल डायग्नोस्टिक सेन्टर प्रा. लि.,hospital,85.3116341,27.7010578,POINT
"9928590048",,,,,,,,,,Nilam Medicine House,pharmacy,85.3141033,27.6935945,POINT
"9928590072",,,,,,,,,,Lokhit Dental Hospital Pvt.Ltd,dentist,85.3139896,27.6944728,POINT
"5024161180",,,,,,,,,,Valley Dental,dentist,85.307095,27.6960775,POINT
"1496676799",,,,,,,,,,Prakash Pharmacia,pharmacy,85.3073164,27.6960583,POINT
"1947098659",,,,,,,,,,Prakash poly clinic,clinic,85.3072493,27.6959139,POINT
"5670259321",,,,,,,,,,,dentist,85.303522,27.7026572,POINT
"2066235695",,,,,,,,,,,pharmacy,85.3043748,27.7023697,POINT
"4616069837",,,,,,,,,,,pharmacy,85.3038669,27.7020862,POINT
"2069979783",,,,,,,,,,,pharmacy,85.3038925,27.7020772,POINT
"9645229857",,,,,,,,,,Reyan medical hall,clinic,85.2734142,27.6781798,POINT
"9655490489",,,,,,,,,,Medimax Pharmacy,pharmacy,85.2772411,27.6867541,POINT
"9655546892",,,,,,,,,,Pharmacy and Clinic,clinic,85.2766419,27.6863713,POINT
"8832647902",,,सम्पदा फार्मा/क्लिनिक,,,,hospital,,,सम्पदा फार्मा/क्लिनिक,hospital,85.2864354,27.6881267,POINT
"1937657336",,,,,,,,,,Dirghayu Health Care Pvt Ltd,clinic,85.315271,27.6717643,POINT
"1892815647",,,,,,,,,,,pharmacy,85.3144487,27.674987,POINT
"4871719722",,,,,,,,,,Ahana Pharmacy,pharmacy,85.3150185,27.674855,POINT
"4871725521",,,,,,,,,,Bidhya Allah Pharmacy,pharmacy,85.3148718,27.6747259,POINT
"2355629169",,,,,OpenDRI survey,,,,private,Prashanti Health Care Center,clinic,85.3144129,27.6749845,POINT
"2684770935",,,मोबाइल पशु चिकित्सा अस्पताल,,,,,,,मोबाइल पशु चिकित्सा अस्पताल,hospital,85.3117739,27.6737417,POINT
"6052315070",,,आरोग्य स्वस्थ्य सदन,,,,hospital,,,आरोग्य स्वस्थ्य सदन,hospital,85.3118401,27.6736946,POINT
"1937710588",,,,,,,,,,Niko Pharmacy and Clinic,pharmacy,85.3079865,27.6750274,POINT
"4739069921",,,भीमेश्वर बहुउद्देश्यीय,,,,,,,भीमेश्वर बहुउद्देश्यीय,clinic,85.3532956,27.6748963,POINT
"9993397611",,,नेपाल परिवार नियोजन संघ,,,,,,,नेपाल परिवार नियोजन संघ,clinic,85.3534078,27.6743242,POINT
"8173061117",,,नागरिक सामुदायिक शिक्षण अस्पताल,,,,hospital,,,नागरिक सामुदायिक शिक्षण अस्पताल,hospital,85.3749053,27.6735853,POINT
"10148831441",,,,,,,,,,Lyaku Pharmacy,pharmacy,85.3855772,27.6776316,POINT
"10114575539",,,,,,,,,,Pathology Lab,clinic,85.3981913,27.677185,POINT
"9969437682",,,,,,,,,,Chhabi Medical,clinic,85.3644796,27.6742564,POINT
"5367656695",,,,,,,,,,Samjhana Laboratory Clinic,clinic,85.3249442,27.6719307,POINT
"4020227086",,,,,,,,,,,pharmacy,85.3239863,27.6754054,POINT
"2166403114",,,,,personal,,,,,Panchamuni,pharmacy,85.3232492,27.6736091,POINT
"6053557886",,,अस्तङ्गा आयुर्वेद अस्पताल तथा अनुसन्धान केन्द्र प्रा. लि,,,,hospital,,,अस्तङ्गा आयुर्वेद अस्पताल तथा अनुसन्धान केन्द्र प्रा. लि,hospital,85.2827749,27.6926261,POINT
"3640853145",,,नेपाल न्यासनल अस्पताल,,,,hospital,,,नेपाल न्यासनल अस्पताल,hospital,85.2821685,27.6947253,POINT
"9708691482",,,,,,,laboratory,,,Sakshi Health Care Diagnoatic Centre Pvt.Ltd,,85.2813651,27.6850559,POINT
"9642632128",,,,,,,,,,Shree  karya binayak  polyclinic,clinic,85.2858032,27.654105,POINT
"9899002317",,,,"general;dentist;gynaecology;paediatrics;dermatology;urology;vaccination;covid19",,Kathmandu Municipality,clinic,,private,Prime Health Hub,clinic,85.2819362,27.6914731,POINT
"6551304886",,,,,,,,,,,hospital,84.0145242,27.8244944,POINT
"9518555718",,,,,,,,,,Dumre Ayurvedic Medico Pharma,pharmacy,84.410176,27.9622527,POINT
"4763485023",,,,,,,,,,Sanjiwani Medical Hall,pharmacy,84.4097905,27.9629019,POINT
"2308013115",,,,,OpenDRI survey,,,,private,Kathmandu Dental Home,dentist,85.3129531,27.7102514,POINT
"4873470522",,,,,,,,,,Seeing Hands Nepal Blind Massage Clinic,clinic,85.313079,27.7130653,POINT
"9626245308",,,,,,,alternative,,,Dya maa,,85.2777408,27.6685296,POINT
"9626221796",,,,,,,alternative,,,Dya maa,,85.2778681,27.6691564,POINT
"2099422095",,,,,,Kathmandu,,,,Balkumari Pharmacy,pharmacy,85.2779008,27.6695988,POINT
"6760978986",,,,,,,,,,,doctors,85.2937092,27.6887649,POINT
"4566809989",,,,,,,,,,,clinic,85.2989003,27.6912304,POINT
"2176750961",,,,,,,,,,,hospital,85.2985867,27.6913755,POINT
"4728076089",,,,,,,,,,,clinic,85.2946155,27.6855553,POINT
"2128617490",,,,,,,,,,FPAN,pharmacy,85.3155505,27.6816545,POINT
"9822196718",,,,,,,,,,,pharmacy,85.3146711,27.6824253,POINT
"9734764317",,,,,,,,,,,doctors,85.3133002,27.6836575,POINT
"5239936321",,,मानसिक शरण,,,,,,,मानसिक शरण,hospital,85.3115909,27.6830328,POINT
"1497546385",,,,,,,,,,Om Pharmacy,pharmacy,85.3127057,27.7033822,POINT
"3125478417",,,,,,,,,,Nepal international clinic,clinic,85.3202114,27.7130201,POINT
"4933494321",,,,,,,,,,,hospital,85.3135768,27.5768323,POINT
"6313600488",,,,,,,,,,,clinic,85.3169443,27.602985,POINT
"2399753633",,,एसआरएल डायग्नोस्टिक,,OpenDRI survey,,,,private,एसआरएल डायग्नोस्टिक,clinic,85.3180122,27.6905262,POINT
"3137937212",,,,,,,,,,Smileweavers,dentist,85.307838,27.6837811,POINT
"1924761266",,,,,,,,,,Khushi Family Dental Clinic,dentist,85.3020105,27.6855813,POINT
"2164874380",,,,,,,,,,Khushi Family Dental Clinic,dentist,85.3013735,27.6851305,POINT
"7081616685",,,स्टार अस्पताल,,,,hospital,,,स्टार अस्पताल,hospital,85.3028341,27.6816645,POINT
"9428156837",,,,,,,laboratory,,,Star Hospital PCR Testing,,85.3030177,27.6811443,POINT
"9944847005",,,,,,,physiotherapist,,,,,85.3104841,27.681122,POINT
"9702820734",,,,,,,counselling,,,KInder Joy Everning Care Center,,85.310227,27.6797988,POINT
"9944842973",,,,,,,,,,medharma clinix,clinic,85.3078106,27.6791624,POINT
"1937710606",,,,,,,,,,Prarambha Treatment and Rehabilitation Center,doctors,85.3067678,27.6780975,POINT
"671292266",,,,,,,,,,,pharmacy,85.309758,27.6770348,POINT
"1937710585",,,,,,,,,,Nepal Fertility Care Center,doctors,85.3039483,27.6749479,POINT
"10230034894",,,औषधी पसल,,,,,,,Ausadi Pasal,pharmacy,85.4938172,27.6326056,POINT
"10230034897",,,,,,,,,,Curex Pharmaceutical Pvt. Ltd.,pharmacy,85.497885,27.6316483,POINT
"10230034919",,,,,,,,,,Janagal Pharmacy,pharmacy,85.5007679,27.6320062,POINT
"9772752848",,,,,,,,,,Dubachaur swasthe chauki,clinic,85.5684107,27.870173,POINT
"9772752838",,,,,,,,,,Gramid samudayek swasthe kendra,clinic,85.5014537,27.7908715,POINT
"3143757536",,,,,,,,,,Health Centre,clinic,85.5322866,27.750684,POINT
"9772752845",,,,,,,,,,Jaraayetar Ayurveda Aushadhalaya,clinic,85.5722607,27.8309815,POINT
"9772752846",,,,,,,,,,Lalamarang swasthe chauki,clinic,85.5267802,27.8578766,POINT
"9772752847",,,,,,,,,,Keureni Swasthe Ikai,clinic,85.5842859,27.8747804,POINT
"9772752837",,,,,,,clinic,,,Bahunepati  health Centre,clinic,85.5703327,27.7889332,POINT
"9379076917",,,,,,,hospital,,,Health Post,,85.5825852,27.7323499,POINT
"9772752844",,,,,,,,,,Melamchi hospital,hospital,85.5736008,27.8271086,POINT
"8401828236",,,प्रसुती गृह,,,,hospital,,,प्रसुती गृह,hospital,85.3187788,27.6894511,POINT
"10024794497",,,,,,,,,,Innovative Hospitality Services Pvt.Ltd,clinic,85.3426408,27.6829942,POINT
"10024794500",,,,,,,,,,Tedi Pharmacy,pharmacy,85.3434407,27.6829433,POINT
"2684629645",,,,,,,,,,Anushree Medico,pharmacy,85.3333664,27.68377,POINT
"10049312599",,,,,,,,,,Anant Pharmacy,pharmacy,85.3714668,27.6825459,POINT
"6048829086",,,काठमाडौं सिटी अस्पताल,,,,,,,काठमाडौं सिटी अस्पताल,hospital,85.2810043,27.6990905,POINT
"6119458394",,,युनिभर्सल डेन्टल अस्पताल,,,,,,,युनिभर्सल डेन्टल अस्पताल,hospital,85.280008,27.6990484,POINT
"6202567285",,,,,,,,,,,dentist,85.2813127,27.6990867,POINT
"2218658273",,,दिव्या संजीवनी अस्पताल,,,,hospital,,,दिव्या संजीवनी अस्पताल,hospital,85.2867623,27.7066149,POINT
"2122386462",,,यती अस्पताल,,,,,,,यती अस्पताल,hospital,85.2824017,27.7024512,POINT
"9582455124",,,,,,,pharmacy,,,Medure medical hall,pharmacy,85.2837962,27.6696625,POINT
"9580056876",,,,,,,,,,Bhairab Medical Hall,pharmacy,85.281749,27.669919,POINT
"9874261117",,,,,,,centre,,,Bhajangal Urban Health Center,,85.2862308,27.6693375,POINT
"9635056177",,,,,,,rehabilitation,,,Richmond Fellowship Nepal Treatment Rehabilitation And Training Centre,,85.2921675,27.669532,POINT
"9899593601",,,,,,,,,,Sadikshya Medical Hall,pharmacy,85.3096633,27.6698439,POINT
"4599786089",,,अल्का अस्पताल प्रा. लि.,,,,,,,अल्का अस्पताल प्रा. लि.,hospital,85.3096819,27.6698644,POINT
"9873831419",,,,,,,clinic,,,Kirtipur Health and Wellness Center,,85.2796783,27.6731728,POINT
"2106725678",,,,,,,,,,Guru Pharmacy,pharmacy,85.2793636,27.6715357,POINT
"2118661299",,,,,,,,,,Permeswor Phermacy,pharmacy,85.2791644,27.6706299,POINT
"10108212236",,,,,,,,,,Community Dentall,dentist,85.3659287,27.6665942,POINT
"10108212247",,,,,,,,,,Anjana Medical Hall,pharmacy,85.3652582,27.6682321,POINT
"10049098945",,,,,,,,,,Medsmart Pharmacy,pharmacy,85.3648652,27.6720982,POINT
"9993356539",,,,,,,,,,Chandragiri Dental Home and Implant Center Pvt.Ltd,dentist,85.3647529,27.6740045,POINT
"10004776913",,,,,,,alternative,,,Om Kalbhairav Pathivara Jharphuk Kendra,,85.3525681,27.6740884,POINT
"9999220490",,,,,,,,,,Sparsha Pharmacy,pharmacy,85.3519119,27.6748308,POINT
"9974264436",,,,,,,,,,Sudurpachim Polyclinic Pvt.Ltd,clinic,85.3564751,27.6734376,POINT
"9969217024",,,,,,,,,,Lucent Skin Care And Hair Clinic,clinic,85.3600368,27.674269,POINT
"10054941286",,,,,,,,,,Nims Pharmacy,pharmacy,85.3616895,27.677356,POINT
"9999414525",,,,,,,,,,Moms Medicare Clinic Pvt.Ltd,clinic,85.3554698,27.6727837,POINT
"9999375366",,,,,,,,,,Jadibuti Health Care,clinic,85.3515174,27.6741544,POINT
"4168458789",,,,,,,,,,Kotdevi Pharmacy,pharmacy,85.3514197,27.6735719,POINT
"4458669289",,,,,,,,,,,dentist,85.3515354,27.6739529,POINT
"9993397569",,,बडिमालिका मेडिकल हल,,,,,,,बडिमालिका मेडिकल हल,clinic,85.3520641,27.6710799,POINT
"9999286879",,,,,,,,,,Diti wellness Clinic And Digonestic Center,clinic,85.3539284,27.6701806,POINT
"9993397531",,,,,,,,,,Phisiyotherapy And Lifstyle Clinic,clinic,85.3524786,27.6728681,POINT
"10121424560",,,,,,,,,,Sanskriti Medico Pvt.Ltd,pharmacy,85.3469588,27.6805125,POINT
"10121388548",,,,,,,,,,Janasewa Daigonostic and Medical Center Pvt.Ltd,clinic,85.3491627,27.6815658,POINT
"10121417232",,,,,,,,,,Hey Bindebasini Pharma,pharmacy,85.3472135,27.6829671,POINT
"10121542423",,,,,,,laboratory,,,Kantipur Path Lab Pvt.Ltd,,85.3457943,27.6853206,POINT
"4776756124",,,,,,,,,,,clinic,85.3467215,27.6849097,POINT
"1989508833",,,,,,,,,,,pharmacy,85.3446339,27.6858149,POINT
"1989508828",,,,,,,,,,,pharmacy,85.3445608,27.6842994,POINT
"9622801301",,,,,,Taukhel,rehabilitation,,,Control Addiction Nepal,,85.3568167,27.6087406,POINT
"9519420490",,,,,,,,,,Ausadhi Pasal,pharmacy,85.3586023,27.6101143,POINT
"4858983825",,,,,,,,,,Prabin Medical Hall,pharmacy,85.3704702,27.5982964,POINT
"4811279924",,,,,,,,,,,hospital,85.169186,28.016812,POINT
"4811279925",,,,,,,,,,,hospital,85.193093,27.9255036,POINT
"9796568563",,,,,,,,,,बशन्तपुर स्वास्थ्यचौकी बैतडी,clinic,80.5005372,29.4780103,POINT
"9796560937",,,,,,,,,,सरूचैत पशुती शेवा केन्द्,clinic,80.4863784,29.5214036,POINT
"9796560936",,,,,,,,,,दुर्गाभवानी स्वस्थ्यचाैकी,clinic,80.4727333,29.55947,POINT
"9796560939",,,,,,,,,,शहरि स्वास्थ केन्द्र जर्ग,clinic,80.4424532,29.5328279,POINT
"8586211364",,,,,,,,,,CHC Jauljibi,hospital,80.3842385,29.7524886,POINT
"8254132143",,Jauljibi,,,Local Knowledge,,centre,,,"SubCentre, Jauljibi",,80.3767313,29.7522264,POINT
"9796560929",,,,,,,,,,"Surakhit Prasuti Kendra, Ratamata Baitadi",clinic,80.3562689,29.5521084,POINT
"9796560941",,,,,,,,,,तिर्पुरा स्वास्थ्य चौकी,clinic,80.3979071,29.5608146,POINT
"9796560932",,,,,,,,,,जाेशीबुगा स्वास्थ्यचाैकी,clinic,80.4019402,29.5168752,POINT
"9796560933",,,,,,,,,,बाराकोट स्वास्थ्य चौकी बाराकोट,clinic,80.3727919,29.5484521,POINT
"9796560938",,,,,,,,,,नागाजुन स्वास्थ्य चाैकी,clinic,80.3823145,29.5190262,POINT
"9796569754",,,,,,,,,,Girigada Health Post,clinic,80.367218,29.4938049,POINT
"9796569755",,,,,,,,,,Rodidewal Health Post,clinic,80.3522568,29.4763298,POINT
"8253805279",,Jhulaghat,,,Local Knowledge,,centre,,,"SubCentre, Jhulaghat",,80.3846719,29.571884,POINT
"8253849371",,Baltari,,,Local Knowledge,,centre,,,"SubCentre, Baltari",,80.3416983,29.5484775,POINT
"9587849066",,,,,,,,,,Gawashi Policlinc pvt ltd,hospital,80.5521643,28.8123779,POINT
"9587849071",,,,,,,,,,Bishesh Pharmacy,pharmacy,80.5511212,28.8113406,POINT
"9587849077",,,,,,,,,,Pathrene Swasthye Chauki,hospital,80.6333989,28.8891455,POINT
"9530830154",,,,,,,,,,Basic health centre,clinic,80.5247498,28.7977684,POINT
"9587849080",,,,,,,hospital,,,Geta Swasthye Chauki,hospital,80.5557178,28.7795924,POINT
"9530830151",,,,,,,,,,Community health unit,clinic,80.5430137,28.7333144,POINT
"10884266194",,,,,,Dhangadhi,hospital,,,Nisarga Hospital,hospital,80.5867348,28.708271,POINT
"9530830160",,,,,,,,,,Health post raikawar bichawa,clinic,80.5219186,28.7713108,POINT
"8464286816",,,,,,Dhangahdi Submetropolitan City,hospice,,government,Nagar Swasthya Kendra,,80.6697837,28.7464862,POINT
"8457279448",,,,general,,Dhangadhi Submetropolitan City,doctor,,,,hospital,80.5710403,28.7537862,POINT
"4876455426",,,,,,,,,,,hospital,80.6126294,28.7748953,POINT
"1459846250",,,,,,Dhangadhi,,,,"Seti Zonal Hospital, Dhangadhi",hospital,80.5876112,28.7035346,POINT
"9796558470",,,,,,,,,,Kanali Barthing center,clinic,80.368187,29.4344711,POINT
"9796558471",,,,,,,,,,Shivanath Health post,clinic,80.3712616,29.4225349,POINT
